ticket_id,customer_id,issue_category,priority,resolution_time_hours,satisfaction_score,created_date
6276,46235,Performance,High,42,4,2023-06-09
6277,22577,Performance,Medium,24,5,2023-02-25
6278,10332,Performance,Low,23,1,2022-12-22
6279,10402,Bug Report,Low,58,3,2024-08-13
6280,7529,Performance,Low,18,1,2024-08-18
6281,39868,Feature Request,Critical,19,4,2022-01-29
6282,38093,Feature Request,Critical,30,4,2024-06-09
6283,27226,Login Issue,Medium,67,1,2022-06-21
6284,26487,Feature Request,Medium,2,3,2024-07-21
6285,12096,Bug Report,Medium,39,5,2024-07-21
6286,42687,Feature Request,Medium,23,2,2023-02-22
6287,44280,Bug Report,Medium,5,2,2023-11-18
6288,12721,Performance,Medium,64,5,2023-11-09
6289,43054,Performance,Medium,27,2,2022-01-15
6290,2106,Feature Request,Critical,26,1,2022-11-26
6291,1608,Bug Report,Critical,49,3,2023-03-27
6292,8473,Account Access,Medium,39,3,2024-11-13
6293,1840,Account Access,High,57,2,2024-12-23
6294,38489,Bug Report,High,50,1,2023-06-05
6295,5916,Bug Report,High,29,4,2023-06-02
6296,2637,Performance,High,27,1,2022-11-02
6297,15580,Bug Report,Low,14,1,2023-11-16
6298,26026,Feature Request,Medium,39,2,2023-04-28
6299,32131,Bug Report,High,20,1,2024-08-12
6300,34500,Feature Request,High,42,3,2025-01-10
6301,16782,Account Access,High,50,5,2024-12-18
6302,15223,Billing,Critical,58,1,2025-03-02
6303,12693,Bug Report,High,62,5,2023-04-11
6304,9848,Feature Request,High,42,1,2025-02-03
6305,16733,Login Issue,Medium,67,3,2025-02-09
6306,1306,Account Access,Low,44,3,2023-09-25
6307,45574,Account Access,Critical,33,4,2023-06-07
6308,8662,Billing,Low,64,3,2023-08-22
6309,16668,Feature Request,Medium,70,3,2025-01-22
6310,45018,Bug Report,Critical,54,1,2022-11-25
6311,9027,Performance,Critical,14,5,2024-04-21
6312,47399,Login Issue,Critical,39,4,2023-06-12
6313,41038,Feature Request,Medium,9,3,2023-03-01
6314,14725,Billing,High,5,2,2024-08-02
6315,35529,Login Issue,High,14,5,2023-06-06
6316,19013,Login Issue,Medium,71,1,2024-03-17
6317,6557,Login Issue,Low,55,1,2024-08-17
6318,23783,Feature Request,Medium,6,2,2022-10-29
6319,8948,Billing,Low,61,1,2025-04-05
6320,39203,Account Access,High,55,5,2022-07-21
6321,37774,Login Issue,High,4,5,2023-09-24
6322,2865,Login Issue,Medium,69,3,2025-03-05
6323,34874,Billing,Medium,33,3,2025-02-05
6324,14300,Performance,Medium,18,4,2023-10-29
6325,8418,Feature Request,Low,40,1,2023-07-30
6326,34678,Bug Report,Low,56,3,2022-07-13
6327,28966,Account Access,High,31,5,2023-11-30
6328,28462,Performance,Low,7,5,2023-04-16
6329,30451,Performance,Medium,32,2,2023-07-05
6330,6611,Feature Request,High,22,1,2023-10-11
6331,43284,Bug Report,Medium,25,1,2022-03-29
6332,961,Bug Report,Critical,54,1,2022-02-03
6333,31135,Account Access,Low,40,3,2022-12-01
6334,37888,Bug Report,Low,49,5,2025-01-20
6335,4973,Account Access,Medium,52,2,2024-10-03
6336,11154,Performance,Medium,16,4,2024-07-06
6337,17719,Performance,High,29,1,2023-05-08
6338,16701,Bug Report,Medium,21,4,2023-08-22
6339,34671,Performance,Medium,51,4,2023-04-10
6340,26927,Feature Request,Critical,35,4,2023-10-22
6341,44352,Billing,Low,40,1,2023-06-29
6342,34702,Login Issue,Low,67,5,2022-01-09
6343,15824,Account Access,Critical,48,3,2024-11-29
6344,44132,Login Issue,Low,10,4,2025-03-30
6345,21257,Account Access,Low,49,1,2023-04-19
6346,7276,Billing,Medium,4,2,2022-11-30
6347,12695,Feature Request,Critical,15,4,2023-06-27
6348,29691,Billing,High,21,2,2022-04-16
6349,21355,Feature Request,Medium,54,4,2023-01-30
6350,14463,Login Issue,Low,2,2,2022-10-09
6351,37172,Bug Report,High,40,2,2022-12-27
6352,12527,Account Access,High,2,1,2023-01-03
6353,48468,Feature Request,Medium,5,3,2023-03-28
6354,13428,Bug Report,Medium,8,3,2024-02-05
6355,43631,Bug Report,Low,47,3,2023-10-15
6356,8298,Performance,Medium,27,5,2024-11-14
6357,9290,Feature Request,Low,23,1,2022-10-04
6358,2197,Account Access,Critical,33,2,2024-01-20
6359,38440,Billing,High,60,5,2024-08-06
6360,11524,Login Issue,Critical,60,4,2022-01-02
6361,9006,Bug Report,High,44,4,2023-10-26
6362,22562,Account Access,Medium,6,3,2024-01-17
6363,24409,Login Issue,Medium,64,4,2023-12-22
6364,19407,Performance,Medium,2,3,2024-09-11
6365,24465,Billing,High,40,2,2024-01-16
6366,4541,Performance,High,11,4,2022-06-08
6367,38517,Account Access,High,1,4,2022-02-07
6368,20816,Account Access,High,10,3,2024-04-28
6369,23233,Bug Report,High,71,4,2024-04-07
6370,44623,Billing,High,22,1,2024-06-25
6371,27694,Account Access,Medium,15,2,2024-04-03
6372,19796,Login Issue,Low,12,4,2024-07-28
6373,45348,Account Access,Critical,57,1,2024-04-08
6374,46269,Feature Request,Low,62,3,2023-04-23
6375,16614,Login Issue,Low,42,3,2024-12-19
6376,24460,Account Access,Medium,52,5,2023-03-16
6377,26018,Login Issue,Low,69,4,2024-09-09
6378,38124,Account Access,Low,62,2,2022-07-21
6379,37898,Bug Report,Medium,45,4,2024-08-11
6380,42484,Login Issue,Low,5,5,2022-08-29
6381,27764,Account Access,High,33,1,2024-06-19
6382,43942,Billing,Critical,2,4,2024-12-06
6383,24860,Login Issue,Medium,29,5,2023-05-08
6384,45911,Performance,High,41,3,2024-02-24
6385,17445,Billing,Critical,57,5,2024-12-27
6386,5363,Bug Report,High,41,2,2022-08-14
6387,8259,Feature Request,Low,71,4,2024-11-02
6388,9730,Bug Report,Critical,10,1,2023-10-23
6389,31593,Feature Request,Medium,35,2,2024-03-20
6390,4925,Bug Report,Low,21,2,2023-04-30
6391,39215,Account Access,Medium,44,1,2023-02-10
6392,34239,Login Issue,High,11,5,2023-08-10
6393,44456,Billing,Medium,55,3,2023-07-03
6394,41322,Login Issue,Critical,31,3,2024-11-02
6395,8643,Performance,Medium,52,4,2023-06-18
6396,38974,Feature Request,High,58,1,2022-04-12
6397,21500,Bug Report,High,9,5,2022-07-23
6398,11040,Feature Request,Low,68,5,2023-11-13
6399,36374,Performance,Medium,17,4,2023-09-06
6400,13995,Login Issue,Critical,53,3,2024-11-17
6401,1434,Login Issue,High,70,2,2022-02-05
6402,16379,Performance,Medium,35,5,2025-01-13
6403,43948,Login Issue,Medium,1,1,2023-12-16
6404,46760,Bug Report,Critical,39,5,2023-11-24
6405,36028,Billing,Critical,53,4,2022-11-13
6406,28546,Feature Request,Critical,69,1,2025-02-02
6407,10199,Bug Report,Critical,44,2,2025-01-30
6408,49032,Login Issue,High,19,5,2022-09-29
6409,32586,Login Issue,Low,22,5,2023-07-02
6410,86,Login Issue,Critical,10,3,2023-06-06
6411,15932,Feature Request,High,3,1,2023-02-01
6412,7768,Feature Request,Medium,6,2,2022-11-15
6413,49515,Performance,Low,43,3,2022-07-25
6414,30707,Bug Report,High,11,3,2022-10-27
6415,20871,Account Access,Critical,30,2,2024-04-07
6416,10610,Login Issue,Low,1,5,2023-04-17
6417,42269,Performance,Critical,31,5,2025-01-17
6418,40513,Billing,Critical,68,1,2023-05-11
6419,11003,Bug Report,Medium,21,4,2024-12-02
6420,10825,Account Access,High,61,5,2023-07-06
6421,29518,Account Access,Medium,23,5,2022-03-03
6422,5172,Performance,Low,57,2,2022-09-13
6423,7081,Bug Report,Critical,69,5,2022-08-12
6424,45878,Performance,Medium,43,2,2024-09-15
6425,17366,Feature Request,Critical,2,4,2024-09-19
6426,41771,Account Access,Low,15,2,2023-02-02
6427,41186,Feature Request,High,65,2,2024-08-12
6428,42750,Account Access,Medium,65,1,2023-05-19
6429,11573,Login Issue,Low,2,5,2024-02-04
6430,27798,Performance,Critical,48,1,2023-02-05
6431,37364,Login Issue,Critical,28,2,2022-02-24
6432,7516,Feature Request,Low,21,5,2022-02-04
6433,14767,Performance,Low,29,5,2025-02-16
6434,29638,Bug Report,High,20,1,2024-11-23
6435,22261,Login Issue,Low,40,1,2022-07-31
6436,45844,Feature Request,High,5,1,2024-01-16
6437,40695,Performance,High,6,2,2024-02-06
6438,45116,Billing,Low,6,2,2022-12-12
6439,26732,Login Issue,Low,44,2,2024-04-16
6440,37053,Performance,Low,27,4,2023-02-11
6441,45655,Billing,High,10,4,2023-11-28
6442,6601,Billing,High,38,2,2023-06-01
6443,7376,Account Access,Critical,32,4,2024-01-12
6444,11952,Feature Request,Low,7,4,2022-12-07
6445,38535,Billing,Critical,31,2,2022-09-10
6446,14561,Performance,High,45,5,2023-04-24
6447,35189,Account Access,Medium,45,1,2023-08-27
6448,44794,Login Issue,Low,8,4,2025-01-19
6449,1154,Performance,High,38,3,2024-07-03
6450,19673,Performance,Critical,45,1,2022-12-24
6451,13205,Feature Request,Low,58,1,2024-05-23
6452,30175,Feature Request,High,48,2,2022-01-04
6453,35023,Bug Report,Critical,32,4,2022-09-10
6454,9132,Billing,Critical,22,1,2023-02-06
6455,32986,Account Access,High,39,5,2022-08-29
6456,25750,Bug Report,Medium,1,3,2022-11-03
6457,40730,Feature Request,Low,39,1,2023-02-13
6458,30890,Feature Request,High,33,1,2025-03-29
6459,28821,Billing,Medium,5,3,2023-07-30
6460,45671,Feature Request,High,25,2,2025-02-21
6461,48071,Billing,High,34,4,2022-07-11
6462,14677,Performance,High,63,1,2023-07-18
6463,37603,Bug Report,Medium,42,3,2022-06-08
6464,8111,Performance,Medium,41,5,2023-09-29
6465,30496,Feature Request,Low,42,3,2022-10-16
6466,2653,Account Access,Critical,43,4,2023-10-05
6467,35470,Bug Report,High,59,5,2022-08-06
6468,10882,Login Issue,Critical,16,1,2024-05-10
6469,31211,Bug Report,Critical,9,2,2024-12-17
6470,20128,Feature Request,Medium,50,4,2023-08-16
6471,34835,Billing,Critical,49,1,2023-03-09
6472,1972,Feature Request,High,27,4,2025-02-18
6473,41949,Billing,Critical,32,5,2023-10-22
6474,28376,Bug Report,High,69,3,2022-02-20
6475,3579,Billing,Low,8,2,2022-08-06
6476,22662,Login Issue,High,62,3,2023-12-01
6477,19142,Account Access,Low,38,5,2022-01-02
6478,48298,Account Access,Low,44,3,2023-06-03
6479,20504,Login Issue,Medium,10,5,2024-01-15
6480,45378,Bug Report,Low,49,2,2024-09-09
6481,42529,Bug Report,Low,19,3,2024-05-05
6482,19533,Performance,High,43,3,2022-07-29
6483,8939,Login Issue,High,19,5,2024-07-06
6484,45992,Bug Report,High,50,5,2024-09-08
6485,3936,Performance,Critical,38,4,2022-08-17
6486,18745,Performance,High,49,3,2024-11-09
6487,29858,Feature Request,Critical,2,2,2025-01-06
6488,10266,Feature Request,High,52,3,2025-03-22
6489,14950,Billing,Low,8,5,2023-11-26
6490,46196,Account Access,Critical,1,2,2023-09-22
6491,38869,Bug Report,High,22,4,2022-08-13
6492,25651,Feature Request,High,12,1,2022-02-19
6493,1701,Account Access,Low,60,3,2022-06-30
6494,5146,Login Issue,High,34,3,2022-05-02
6495,42222,Billing,Medium,25,2,2023-09-09
6496,33424,Performance,Medium,68,5,2023-12-13
6497,35123,Feature Request,High,66,5,2022-02-14
6498,6283,Login Issue,High,23,1,2024-04-16
6499,48973,Account Access,Medium,69,2,2022-01-03
6500,21471,Feature Request,High,32,4,2024-10-12
6501,9152,Feature Request,High,64,5,2023-10-26
6502,16336,Billing,High,12,1,2022-12-25
6503,6456,Feature Request,Critical,8,5,2023-12-27
6504,25284,Bug Report,Critical,51,3,2022-07-05
6505,43841,Billing,High,31,1,2024-09-04
6506,27306,Bug Report,Critical,58,2,2023-01-01
6507,42355,Billing,High,31,2,2022-07-25
6508,26353,Bug Report,High,66,1,2023-11-23
6509,16947,Performance,Critical,13,2,2024-07-08
6510,21925,Performance,Medium,31,1,2024-02-09
6511,23727,Performance,Low,30,5,2024-08-23
6512,16918,Feature Request,Low,53,1,2024-08-13
6513,27032,Account Access,Medium,28,4,2023-12-12
6514,48812,Billing,Critical,60,3,2022-10-23
6515,27800,Performance,Critical,47,5,2023-02-06
6516,5960,Bug Report,Critical,9,3,2023-08-07
6517,27158,Account Access,Medium,53,5,2024-03-16
6518,43013,Account Access,Low,20,1,2024-05-06
6519,36101,Billing,High,24,1,2022-04-25
6520,44111,Account Access,Low,43,1,2023-04-24
6521,20584,Login Issue,High,29,2,2024-12-07
6522,41070,Account Access,High,2,1,2024-04-29
6523,13982,Billing,High,21,1,2022-09-14
6524,27114,Feature Request,High,40,1,2024-11-12
6525,32289,Billing,High,18,3,2022-05-09
6526,6367,Feature Request,Medium,45,3,2022-06-13
6527,18140,Billing,High,11,3,2024-09-16
6528,32122,Login Issue,Medium,5,4,2023-07-02
6529,47014,Performance,High,47,3,2024-02-26
6530,16262,Bug Report,High,69,3,2024-01-27
6531,23824,Feature Request,Low,54,2,2023-10-01
6532,28522,Feature Request,High,65,3,2024-04-23
6533,12903,Bug Report,Low,2,3,2023-03-30
6534,39174,Feature Request,Critical,19,4,2022-12-23
6535,6963,Performance,High,44,1,2025-02-10
6536,4741,Performance,Medium,33,2,2023-11-25
6537,36445,Billing,Low,55,3,2023-04-25
6538,34569,Login Issue,Low,12,4,2023-01-03
6539,20822,Billing,Critical,55,2,2023-03-15
6540,33862,Login Issue,Critical,61,4,2025-03-15
6541,39260,Bug Report,High,33,5,2024-01-15
6542,49588,Bug Report,Low,38,1,2022-01-15
6543,33159,Login Issue,High,64,1,2023-05-28
6544,36488,Billing,Medium,25,3,2022-04-01
6545,12913,Bug Report,Critical,59,1,2024-10-17
6546,9447,Account Access,High,72,5,2024-04-12
6547,35462,Login Issue,High,53,5,2023-09-29
6548,12795,Login Issue,High,28,4,2024-10-08
6549,1997,Bug Report,Medium,64,2,2023-06-16
6550,19642,Account Access,Low,36,5,2023-02-21
6551,24331,Account Access,Medium,54,1,2023-02-23
6552,11668,Performance,Medium,30,1,2024-12-04
6553,30605,Login Issue,High,45,2,2023-12-29
6554,18190,Billing,Low,23,3,2024-05-01
6555,34974,Login Issue,Medium,29,1,2023-06-22
6556,44767,Billing,Medium,5,1,2022-06-27
6557,37635,Bug Report,High,6,3,2024-09-30
6558,42440,Feature Request,High,40,2,2023-08-24
6559,39250,Bug Report,Critical,1,3,2022-08-08
6560,32551,Account Access,High,31,4,2024-07-25
6561,16519,Account Access,Low,35,1,2022-08-26
6562,16676,Performance,Low,56,3,2024-05-23
6563,49580,Account Access,Low,61,4,2025-03-02
6564,16126,Account Access,Medium,23,2,2022-02-22
6565,4378,Account Access,High,36,4,2024-08-10
6566,10136,Account Access,Critical,27,4,2022-10-26
6567,46599,Bug Report,Low,18,2,2024-05-01
6568,19280,Login Issue,Medium,44,2,2024-04-09
6569,26803,Account Access,Medium,27,4,2023-02-17
6570,1205,Bug Report,Medium,69,3,2024-12-06
6571,39088,Bug Report,Medium,10,2,2022-12-09
6572,9859,Account Access,Medium,10,3,2023-10-01
6573,1723,Performance,High,14,1,2022-10-25
6574,7819,Account Access,High,67,3,2022-09-16
6575,45038,Feature Request,Critical,66,1,2024-12-09
6576,49841,Login Issue,High,70,3,2024-09-09
6577,14562,Feature Request,Medium,15,4,2024-06-03
6578,43800,Login Issue,Low,47,3,2025-04-12
6579,44425,Feature Request,High,52,2,2023-12-13
6580,5056,Feature Request,Critical,69,2,2023-06-24
6581,29824,Feature Request,Low,44,5,2024-06-20
6582,48202,Performance,Critical,2,2,2023-06-18
6583,8531,Bug Report,High,50,2,2022-04-30
6584,23086,Feature Request,Critical,14,3,2024-12-23
6585,32861,Account Access,Low,18,1,2024-07-21
6586,19796,Billing,Critical,5,3,2023-01-25
6587,23414,Billing,High,20,4,2024-04-05
6588,19621,Billing,Low,58,5,2024-10-28
6589,26018,Feature Request,Medium,30,3,2022-07-27
6590,44915,Feature Request,Medium,23,1,2025-03-15
6591,20464,Account Access,Critical,41,4,2022-06-14
6592,40097,Performance,Low,28,3,2025-03-27
6593,31909,Performance,Low,66,2,2024-07-03
6594,21166,Bug Report,High,59,1,2024-10-03
6595,31089,Login Issue,High,4,5,2024-07-21
6596,26624,Feature Request,Critical,68,4,2025-04-13
6597,41537,Feature Request,Critical,23,4,2023-09-09
6598,16006,Login Issue,Low,67,4,2023-10-25
6599,19208,Billing,Medium,60,4,2025-02-19
6600,16692,Feature Request,Critical,12,1,2022-04-05
6601,9178,Bug Report,Critical,20,3,2025-01-24
6602,29505,Performance,High,71,4,2024-07-02
6603,44777,Account Access,Low,21,1,2024-11-10
6604,14534,Feature Request,Critical,8,4,2024-06-19
6605,7172,Account Access,Medium,2,1,2024-08-16
6606,13054,Account Access,High,62,1,2023-10-01
6607,24248,Bug Report,Medium,9,1,2024-12-09
6608,15645,Login Issue,Critical,34,1,2022-04-14
6609,25677,Performance,Low,54,4,2024-10-15
6610,24057,Feature Request,Medium,51,1,2023-05-24
6611,34979,Billing,Low,29,2,2024-02-21
6612,46304,Billing,Medium,51,2,2023-09-09
6613,40082,Feature Request,Low,2,2,2023-02-18
6614,11265,Billing,Low,21,2,2024-03-04
6615,32680,Account Access,Low,68,3,2023-08-18
6616,397,Billing,Low,23,4,2024-07-08
6617,21625,Account Access,Medium,57,4,2023-11-19
6618,36984,Account Access,Medium,56,1,2024-02-15
6619,44906,Feature Request,Critical,58,4,2023-01-14
6620,38128,Account Access,Low,12,1,2022-10-10
6621,16118,Account Access,High,25,1,2025-02-28
6622,47661,Feature Request,Medium,20,4,2025-02-07
6623,33701,Login Issue,Low,40,4,2024-12-22
6624,28281,Bug Report,High,18,3,2022-01-23
6625,35467,Performance,Low,30,3,2023-12-30
6626,45666,Feature Request,Critical,48,5,2022-06-11
6627,17382,Login Issue,Medium,16,3,2023-01-13
6628,27368,Login Issue,Medium,38,1,2024-09-26
6629,3019,Login Issue,High,35,1,2023-08-16
6630,49845,Feature Request,Critical,1,4,2023-06-17
6631,11119,Billing,High,11,5,2024-04-30
6632,32179,Account Access,Low,15,5,2024-08-16
6633,40920,Feature Request,Low,56,4,2023-10-10
6634,36216,Feature Request,Medium,61,2,2023-01-26
6635,43386,Bug Report,High,34,2,2022-08-13
6636,15587,Performance,High,40,5,2024-10-28
6637,49715,Billing,Low,35,3,2022-11-23
6638,31131,Billing,Critical,70,4,2022-07-13
6639,35462,Account Access,Medium,50,3,2023-04-15
6640,47901,Bug Report,Medium,38,1,2024-01-28
6641,34844,Billing,Medium,46,1,2024-09-21
6642,33940,Performance,Medium,57,5,2022-01-30
6643,18330,Feature Request,Low,8,3,2025-01-12
6644,35508,Feature Request,Low,19,3,2025-02-01
6645,7410,Account Access,Low,55,2,2022-01-22
6646,46533,Feature Request,Medium,57,4,2024-02-06
6647,25857,Account Access,Low,56,4,2023-04-24
6648,12462,Performance,Low,62,4,2025-02-05
6649,25565,Performance,Low,12,3,2023-07-15
6650,18016,Bug Report,High,26,5,2024-05-05
6651,24596,Billing,Low,23,3,2024-04-28
6652,32689,Bug Report,High,55,2,2022-06-13
6653,23517,Account Access,Medium,5,2,2025-03-20
6654,37633,Bug Report,Medium,54,2,2022-12-05
6655,48637,Performance,Medium,19,5,2023-10-24
6656,16258,Feature Request,Critical,50,4,2023-03-15
6657,27763,Feature Request,Low,48,5,2023-06-24
6658,35256,Account Access,Critical,56,2,2022-02-13
6659,42424,Login Issue,Low,1,2,2024-12-14
6660,47039,Account Access,Low,24,4,2023-05-11
6661,36350,Login Issue,Medium,68,4,2023-04-25
6662,41802,Billing,Medium,9,4,2025-03-08
6663,36839,Billing,High,51,2,2023-05-18
6664,23488,Bug Report,Low,16,5,2024-05-21
6665,46412,Login Issue,Medium,52,3,2024-08-14
6666,17153,Account Access,Low,1,2,2024-03-26
6667,16644,Account Access,Medium,29,3,2024-05-02
6668,37156,Account Access,Medium,1,3,2022-06-08
6669,26793,Billing,Low,65,4,2022-09-07
6670,14359,Account Access,High,41,5,2022-03-01
6671,18405,Bug Report,Medium,39,1,2022-09-11
6672,26011,Login Issue,High,17,2,2023-03-01
6673,18532,Performance,Low,61,1,2024-09-12
6674,32224,Login Issue,Low,31,5,2022-01-28
6675,27402,Feature Request,Critical,37,3,2022-03-18
6676,1538,Performance,High,67,5,2024-07-18
6677,20979,Feature Request,Medium,49,1,2023-12-11
6678,18348,Feature Request,High,24,3,2023-12-19
6679,47864,Performance,Critical,69,2,2024-09-21
6680,10246,Performance,Critical,54,4,2023-09-21
6681,36765,Bug Report,High,14,5,2022-11-08
6682,5527,Login Issue,High,19,3,2023-09-28
6683,44248,Feature Request,Low,4,3,2023-04-01
6684,38972,Account Access,Critical,55,2,2022-10-29
6685,7680,Bug Report,Medium,49,1,2023-01-12
6686,15059,Billing,Critical,62,2,2024-06-27
6687,36568,Account Access,High,3,1,2024-10-05
6688,5541,Performance,High,16,3,2024-03-11
6689,31444,Login Issue,Low,11,2,2023-11-16
6690,11978,Performance,Medium,26,4,2024-06-15
6691,37690,Login Issue,High,22,3,2022-11-30
6692,33590,Performance,Low,12,1,2022-01-04
6693,17566,Feature Request,Medium,45,3,2022-10-12
6694,30540,Performance,Low,22,3,2022-01-24
6695,30771,Billing,Critical,41,4,2024-11-13
6696,32107,Performance,High,67,5,2023-11-19
6697,11877,Billing,Low,19,1,2023-08-25
6698,37024,Account Access,Medium,66,2,2023-03-18
6699,25881,Feature Request,High,2,4,2024-11-19
6700,40543,Login Issue,Low,33,2,2024-01-05
6701,39077,Feature Request,Critical,69,3,2023-03-15
6702,34609,Billing,Critical,56,1,2022-01-29
6703,42229,Performance,Medium,4,2,2024-08-10
6704,29856,Performance,High,48,3,2024-08-07
6705,12896,Account Access,Medium,70,2,2023-12-27
6706,22615,Login Issue,Critical,34,4,2022-07-13
6707,21515,Billing,Critical,53,1,2023-05-09
6708,38711,Billing,Medium,71,3,2024-03-10
6709,22284,Account Access,Medium,22,3,2025-03-19
6710,23938,Bug Report,Critical,67,4,2024-10-07
6711,42905,Login Issue,Medium,35,5,2023-01-09
6712,21186,Performance,High,7,2,2022-10-04
6713,10982,Billing,Critical,16,3,2022-11-17
6714,46595,Feature Request,Low,34,2,2022-03-24
6715,31794,Feature Request,High,37,3,2023-09-27
6716,23457,Account Access,Low,26,1,2022-08-28
6717,4007,Account Access,Critical,42,2,2023-05-24
6718,3645,Bug Report,Medium,46,5,2022-05-19
6719,48112,Feature Request,Low,53,3,2022-03-21
6720,7379,Account Access,Medium,22,3,2023-09-21
6721,22592,Billing,High,72,2,2024-02-06
